"Student_ID","Job_Offers","Starting_Salary","Career_Satisfaction","Years_to_Promotion","Current_Job_Level","Work_Life_Balance","Entrepreneurship"
"S00546",2,60500,10,5,"Mid",9,"No"
"S00547",5,61400,5,1,"Executive",10,"No"
"S00548",4,64600,1,2,"Entry",5,"No"
"S00549",0,57500,8,5,"Entry",7,"No"
"S00550",0,27700,2,1,"Senior",6,"No"
"S00551",2,33700,1,3,"Entry",6,"No"
"S00552",3,65100,9,3,"Senior",2,"No"
"S00553",5,58600,8,2,"Entry",10,"No"
"S00554",2,48000,9,5,"Mid",8,"No"
"S00555",5,25000,5,2,"Mid",6,"No"
"S00556",0,37400,3,2,"Entry",4,"Yes"
"S00557",5,45400,8,2,"Senior",7,"Yes"
"S00558",1,38700,4,1,"Mid",9,"No"
"S00559",2,34300,1,2,"Entry",7,"No"
"S00560",2,55000,9,3,"Entry",6,"No"
"S00561",1,72000,4,5,"Entry",2,"Yes"
"S00562",5,59600,2,4,"Mid",3,"No"
"S00563",2,42900,10,4,"Entry",7,"No"
"S00564",4,49000,3,4,"Entry",1,"Yes"
"S00565",1,59200,6,5,"Senior",1,"No"
"S00566",1,41000,9,2,"Entry",3,"No"
"S00567",5,53200,6,5,"Senior",5,"Yes"
"S00568",1,44700,4,5,"Executive",3,"No"
"S00569",0,44300,1,1,"Senior",9,"No"
"S00570",2,26200,2,5,"Entry",7,"No"
"S00571",3,50700,7,1,"Senior",2,"Yes"
"S00572",2,56100,3,3,"Entry",10,"No"
"S00573",2,62700,2,1,"Entry",10,"No"
"S00574",0,25000,6,4,"Executive",3,"No"
"S00575",4,64300,4,1,"Entry",3,"No"
"S00576",4,60900,1,3,"Mid",9,"No"
"S00577",0,72100,9,5,"Entry",7,"No"
"S00578",0,44500,9,4,"Entry",3,"No"
"S00579",0,51000,5,1,"Mid",1,"No"
"S00580",2,34600,8,2,"Senior",4,"No"
"S00581",0,49100,6,5,"Entry",5,"Yes"
"S00582",3,45300,7,4,"Entry",9,"No"
"S00583",1,52300,6,4,"Entry",4,"No"
"S00584",4,49400,7,1,"Entry",10,"Yes"
"S00585",5,62200,3,5,"Entry",2,"Yes"
"S00586",3,46900,3,5,"Entry",1,"No"
"S00587",5,69100,10,2,"Mid",5,"No"
"S00588",4,25000,3,2,"Entry",3,"No"
"S00589",2,69400,10,4,"Mid",9,"No"
"S00590",2,29300,6,4,"Entry",3,"No"
"S00591",0,62300,1,3,"Senior",3,"No"
"S00592",4,60100,9,4,"Entry",2,"No"
"S00593",2,33900,9,2,"Entry",3,"No"
"S00594",2,68400,4,1,"Senior",9,"No"
"S00595",5,32200,2,3,"Entry",7,"No"
"S00596",5,30200,7,4,"Senior",2,"No"
"S00597",4,43300,7,2,"Entry",3,"Yes"
"S00598",2,44000,6,3,"Mid",8,"No"
"S00599",0,40900,8,1,"Entry",10,"No"
"S00600",2,51100,3,1,"Mid",8,"No"
"S00601",3,55600,2,2,"Entry",10,"No"
"S00602",3,48800,10,5,"Entry",1,"No"
"S00603",0,32600,1,2,"Mid",1,"Yes"
"S00604",3,37200,3,2,"Entry",8,"Yes"
"S00605",5,81600,8,2,"Mid",8,"No"
"S00606",2,34200,8,5,"Mid",2,"No"
"S00607",3,34800,7,4,"Mid",8,"No"
"S00608",3,26700,2,4,"Entry",1,"No"
"S00609",2,64600,3,1,"Entry",5,"No"
"S00610",4,64400,7,4,"Mid",10,"No"
"S00611",0,56000,8,2,"Senior",5,"No"
"S00612",4,69300,9,4,"Mid",8,"No"
"S00613",4,39200,6,5,"Mid",8,"No"
"S00614",3,32700,10,4,"Mid",10,"No"
"S00615",1,54100,3,2,"Mid",4,"No"
"S00616",4,57100,9,4,"Executive",2,"Yes"
"S00617",2,52900,5,1,"Entry",6,"No"
"S00618",2,45400,4,4,"Entry",4,"Yes"
"S00619",2,65400,9,1,"Executive",2,"No"
"S00620",1,49300,10,3,"Entry",9,"Yes"
"S00621",1,53800,2,5,"Mid",9,"No"
"S00622",5,49600,10,1,"Mid",7,"No"
"S00623",0,42600,4,3,"Mid",2,"Yes"
"S00624",1,34100,6,3,"Mid",3,"No"
"S00625",0,56300,6,2,"Entry",9,"No"
"S00626",5,25000,10,3,"Mid",8,"Yes"
"S00627",2,40500,5,5,"Mid",10,"No"
"S00628",1,42500,10,5,"Senior",2,"Yes"
"S00629",3,31800,7,5,"Entry",5,"No"
"S00630",5,45600,5,5,"Entry",2,"Yes"
"S00631",3,56700,6,2,"Entry",1,"No"
"S00632",3,51900,1,4,"Mid",9,"No"
"S00633",1,41400,8,1,"Entry",7,"Yes"
"S00634",1,59300,5,2,"Entry",4,"No"
"S00635",1,54000,5,2,"Entry",3,"No"
"S00636",3,32800,10,1,"Senior",3,"No"
"S00637",2,38400,6,1,"Entry",7,"No"
"S00638",4,28800,6,4,"Entry",10,"No"
"S00639",2,44800,8,4,"Mid",9,"No"
"S00640",1,40000,4,5,"Entry",7,"No"
"S00641",4,46600,4,4,"Entry",2,"No"
"S00642",5,79000,3,4,"Mid",6,"No"
"S00643",4,25500,9,1,"Mid",8,"Yes"
"S00644",2,25000,8,3,"Mid",7,"No"
"S00645",3,72400,5,5,"Entry",2,"Yes"
"S00646",0,57900,8,5,"Entry",7,"No"
"S00647",3,64600,6,2,"Senior",9,"No"
"S00648",3,44800,5,4,"Entry",3,"No"
"S00649",4,60300,9,4,"Mid",3,"No"
"S00650",1,48100,9,1,"Senior",5,"Yes"
"S00651",1,63000,8,4,"Entry",9,"No"
"S00652",4,65300,10,2,"Entry",1,"Yes"
"S00653",3,63900,3,1,"Mid",7,"No"
"S00654",2,40200,9,5,"Entry",7,"No"
"S00655",5,51400,6,4,"Senior",4,"Yes"
"S00656",0,35600,9,4,"Entry",6,"No"
"S00657",3,58300,1,2,"Entry",1,"No"
"S00658",3,55100,1,2,"Senior",10,"Yes"
"S00659",0,26100,6,1,"Entry",4,"No"
"S00660",2,56900,4,5,"Senior",3,"No"
"S00661",0,56500,5,2,"Entry",5,"Yes"
"S00662",4,58500,5,2,"Senior",8,"No"
"S00663",0,50700,3,5,"Entry",5,"No"
"S00664",0,58500,9,3,"Entry",1,"No"
"S00665",3,54700,1,1,"Entry",2,"No"
"S00666",3,36600,6,3,"Entry",2,"No"
"S00667",1,59500,2,5,"Entry",9,"No"
"S00668",0,35700,2,4,"Entry",10,"No"
"S00669",4,34000,9,1,"Mid",7,"Yes"
"S00670",1,53200,10,5,"Senior",4,"No"
"S00671",5,25000,2,5,"Senior",9,"No"
"S00672",0,40000,9,1,"Mid",9,"No"
"S00673",3,45300,8,3,"Entry",7,"No"
"S00674",4,69900,7,4,"Entry",9,"Yes"
"S00675",2,46800,8,3,"Entry",9,"Yes"
"S00676",1,78900,9,2,"Entry",7,"Yes"
"S00677",3,27700,10,3,"Mid",5,"No"
"S00678",2,57100,9,2,"Mid",9,"No"
"S00679",0,59700,3,1,"Senior",3,"No"
"S00680",4,36200,10,2,"Senior",4,"No"
"S00681",3,48600,1,5,"Mid",6,"Yes"
"S00682",3,48400,8,2,"Executive",7,"Yes"
"S00683",4,66300,10,5,"Entry",10,"No"
"S00684",3,28400,4,5,"Senior",8,"No"
"S00685",3,78200,5,3,"Entry",4,"No"
"S00686",0,25000,6,4,"Entry",9,"Yes"
"S00687",1,56400,6,3,"Mid",3,"No"
"S00688",2,36900,7,3,"Entry",3,"No"
"S00689",5,57200,10,5,"Entry",5,"No"
"S00690",4,40100,3,4,"Entry",2,"No"
"S00691",2,70200,2,5,"Mid",1,"No"
"S00692",4,51500,9,4,"Senior",9,"No"
"S00693",5,43700,2,2,"Entry",8,"Yes"
"S00694",4,33200,9,5,"Executive",3,"No"
"S00695",3,55800,10,3,"Senior",5,"No"
"S00696",5,56800,4,5,"Entry",8,"No"
"S00697",5,44600,1,1,"Mid",2,"No"
"S00698",0,50400,3,1,"Executive",7,"Yes"
"S00699",4,54200,10,1,"Senior",9,"Yes"
"S00700",5,59600,2,3,"Entry",4,"No"
"S00701",2,35000,4,3,"Entry",2,"No"
"S00702",1,43100,2,1,"Senior",9,"No"
"S00703",2,59200,10,3,"Mid",10,"No"
"S00704",5,48400,6,3,"Entry",1,"No"
"S00705",0,25000,10,3,"Entry",6,"Yes"
"S00706",1,73900,1,1,"Mid",8,"No"
"S00707",3,62700,5,2,"Entry",2,"No"
"S00708",2,25000,9,2,"Mid",10,"No"
"S00709",2,40100,1,4,"Mid",7,"No"
"S00710",5,73600,4,5,"Entry",7,"No"
"S00711",4,56800,2,2,"Entry",3,"No"
"S00712",4,28400,2,4,"Senior",10,"No"
"S00713",1,25000,5,2,"Mid",4,"Yes"
"S00714",3,25000,2,1,"Mid",8,"No"
"S00715",4,42600,5,4,"Mid",6,"No"
"S00716",5,60000,1,1,"Entry",2,"Yes"
"S00717",2,27000,5,1,"Mid",6,"Yes"
"S00718",1,58500,3,4,"Mid",7,"No"
"S00719",4,36800,2,4,"Entry",8,"Yes"
"S00720",4,25000,4,2,"Entry",8,"No"
"S00721",0,44800,1,2,"Entry",8,"No"
"S00722",1,79600,3,5,"Entry",8,"No"
"S00723",1,70200,1,2,"Executive",6,"No"
"S00724",5,42500,8,4,"Entry",1,"No"
"S00725",3,53100,5,2,"Entry",4,"No"
"S00726",4,41300,1,4,"Senior",2,"No"
"S00727",1,25000,2,5,"Mid",10,"No"
"S00728",5,40900,9,4,"Mid",7,"No"
"S00729",3,59600,7,5,"Mid",1,"No"
"S00730",4,32300,3,5,"Entry",5,"No"
"S00731",2,66100,1,5,"Senior",10,"No"
"S00732",0,66700,2,1,"Entry",8,"No"
"S00733",3,43200,7,3,"Entry",4,"No"
"S00734",0,51700,8,4,"Entry",7,"No"
"S00735",2,69500,5,2,"Mid",5,"No"
"S00736",1,55400,4,3,"Entry",1,"No"
"S00737",4,71900,10,3,"Entry",2,"No"
"S00738",1,25000,4,1,"Entry",5,"No"
"S00739",0,41300,5,4,"Entry",7,"No"
"S00740",1,45100,7,4,"Entry",7,"Yes"
"S00741",1,68700,7,2,"Entry",9,"No"
"S00742",3,50000,4,1,"Entry",3,"No"
"S00743",5,38900,1,3,"Entry",4,"No"
"S00744",3,48300,5,4,"Entry",3,"No"
"S00745",2,57800,7,1,"Mid",8,"No"
"S00746",3,45300,4,5,"Entry",9,"Yes"
"S00747",3,62600,7,4,"Entry",8,"No"
"S00748",3,51700,8,3,"Senior",2,"No"
"S00749",3,45500,2,5,"Executive",10,"No"
"S00750",5,67700,2,5,"Mid",1,"No"
"S00751",2,71600,5,5,"Entry",5,"Yes"
"S00752",3,67500,3,3,"Mid",2,"No"
"S00753",3,37900,4,1,"Entry",3,"No"
"S00754",0,67900,1,4,"Entry",9,"Yes"
"S00755",3,65000,4,1,"Entry",3,"No"
"S00756",2,32800,4,3,"Executive",1,"No"
"S00757",5,45000,4,2,"Mid",9,"Yes"
"S00758",2,68700,3,4,"Entry",2,"Yes"
"S00759",1,64300,2,4,"Senior",10,"No"
"S00760",3,42100,4,2,"Entry",6,"Yes"
"S00761",4,33700,8,5,"Entry",7,"Yes"
"S00762",1,69500,3,4,"Mid",9,"No"
"S00763",2,58400,6,4,"Mid",8,"No"
"S00764",1,50500,2,4,"Entry",6,"No"
"S00765",4,38000,1,3,"Entry",4,"No"
"S00766",0,60800,7,2,"Entry",4,"No"
"S00767",4,34500,6,4,"Mid",4,"No"
"S00768",5,36400,10,2,"Entry",10,"No"
"S00769",5,56000,4,5,"Mid",2,"Yes"
"S00770",1,64800,7,4,"Entry",7,"Yes"
"S00771",3,52100,6,1,"Entry",1,"No"
"S00772",0,44600,2,1,"Entry",5,"No"
"S00773",5,63300,4,1,"Executive",4,"No"
"S00774",4,32700,9,1,"Mid",2,"No"
"S00775",3,35700,8,3,"Mid",9,"Yes"
"S00776",4,66300,6,5,"Mid",1,"Yes"
"S00777",2,32300,1,4,"Executive",4,"No"
"S00778",3,25000,7,5,"Entry",6,"No"
"S00779",2,35200,1,1,"Mid",4,"No"
"S00780",0,66300,8,5,"Mid",10,"No"
"S00781",0,63400,3,5,"Mid",10,"No"
"S00782",0,28000,9,3,"Senior",4,"Yes"
"S00783",0,37700,5,1,"Mid",2,"No"
"S00784",2,27700,6,2,"Senior",10,"No"
"S00785",2,59500,4,5,"Entry",9,"No"
"S00786",5,31700,6,5,"Entry",9,"No"
"S00787",1,56800,9,1,"Entry",1,"No"
"S00788",1,46900,7,3,"Senior",1,"No"
"S00789",2,51400,2,4,"Entry",8,"No"
"S00790",0,25000,6,1,"Mid",9,"Yes"
"S00791",1,63400,9,4,"Entry",3,"No"
"S00792",3,73200,8,2,"Senior",3,"No"
"S00793",2,72200,1,4,"Entry",2,"No"
"S00794",3,51000,5,5,"Mid",9,"Yes"
"S00795",0,25000,6,3,"Mid",2,"No"
"S00796",5,44600,9,2,"Entry",7,"No"
"S00797",2,54000,4,3,"Mid",2,"No"
"S00798",1,52000,1,3,"Entry",10,"Yes"
"S00799",5,26800,6,4,"Senior",10,"No"
"S00800",1,60700,9,3,"Entry",6,"Yes"
"S00801",3,61600,6,2,"Mid",3,"No"
"S00802",2,61600,7,3,"Entry",1,"No"
"S00803",5,39200,10,2,"Entry",6,"No"
"S00804",0,28300,4,5,"Entry",2,"No"
"S00805",4,42700,2,5,"Mid",7,"No"
"S00806",4,67700,3,4,"Mid",9,"No"
"S00807",5,35500,1,1,"Entry",1,"No"
"S00808",0,37000,2,5,"Senior",4,"Yes"
"S00809",1,34100,7,1,"Entry",5,"No"
"S00810",4,43700,9,2,"Entry",9,"Yes"
"S00811",0,56200,9,1,"Entry",3,"No"
"S00812",5,60200,9,3,"Entry",6,"No"
"S00813",5,31100,1,2,"Entry",5,"No"
"S00814",5,65200,7,3,"Entry",5,"No"
"S00815",3,67300,7,1,"Entry",2,"No"
"S00816",1,45700,9,3,"Senior",10,"No"
"S00817",0,29200,9,2,"Entry",5,"Yes"
"S00818",5,68900,1,3,"Entry",3,"No"
"S00819",3,55600,10,1,"Entry",2,"No"
"S00820",2,78600,5,3,"Entry",6,"No"
"S00821",4,28400,2,3,"Entry",1,"Yes"
"S00822",4,54400,6,4,"Mid",6,"No"
"S00823",4,72000,2,2,"Mid",8,"No"
"S00824",0,57000,6,4,"Entry",3,"No"
"S00825",2,25000,7,1,"Entry",10,"No"
"S00826",0,25000,6,5,"Mid",7,"No"
"S00827",5,77000,1,1,"Mid",3,"Yes"
"S00828",0,40800,4,1,"Entry",6,"No"
"S00829",2,57200,3,1,"Entry",7,"No"
"S00830",5,30500,5,1,"Mid",3,"Yes"
"S00831",5,41500,7,4,"Mid",5,"Yes"
"S00832",3,64300,3,1,"Senior",3,"No"
"S00833",5,54200,1,3,"Entry",4,"No"
"S00834",1,43200,9,1,"Mid",5,"No"
"S00835",4,62000,6,5,"Entry",7,"No"
"S00836",2,49200,6,2,"Mid",4,"No"
"S00837",3,65000,4,4,"Entry",4,"No"
"S00838",5,43600,1,4,"Entry",2,"No"
"S00839",2,54400,9,4,"Mid",5,"No"
"S00840",1,80000,10,4,"Mid",3,"No"
"S00841",2,52400,7,1,"Entry",4,"No"
"S00842",2,60400,10,5,"Mid",8,"No"
"S00843",3,25000,7,1,"Entry",4,"No"
"S00844",4,52200,7,2,"Mid",6,"No"
"S00845",4,53100,7,2,"Entry",3,"Yes"
"S00846",3,31800,8,1,"Mid",1,"No"
"S00847",3,45900,8,1,"Mid",4,"No"
"S00848",0,45600,3,1,"Entry",6,"No"
"S00849",0,33300,8,5,"Entry",9,"No"
"S00850",1,42400,4,4,"Entry",5,"No"
"S00851",0,81700,7,2,"Entry",7,"No"
"S00852",0,50300,5,2,"Entry",1,"No"
"S00853",2,54700,4,4,"Executive",8,"No"
"S00854",2,78300,4,4,"Senior",4,"Yes"
"S00855",3,25000,6,2,"Mid",8,"No"
"S00856",5,82300,2,2,"Entry",9,"No"
"S00857",4,61200,5,5,"Senior",3,"No"
"S00858",1,31500,8,2,"Mid",4,"No"
"S00859",0,31400,2,1,"Entry",6,"No"
"S00860",2,62000,5,1,"Entry",3,"No"
"S00861",4,61600,7,4,"Mid",9,"No"
"S00862",0,56500,5,4,"Entry",3,"No"
"S00863",5,35800,10,1,"Entry",7,"No"
"S00864",4,53500,9,4,"Entry",7,"No"
"S00865",2,40300,9,1,"Entry",5,"No"
"S00866",3,45900,8,5,"Entry",6,"No"
"S00867",5,35200,9,4,"Entry",1,"No"
"S00868",5,39800,2,3,"Senior",3,"No"
"S00869",0,25000,3,2,"Mid",3,"Yes"
"S00870",0,72500,4,1,"Entry",2,"No"
"S00871",1,37300,5,2,"Entry",1,"No"
"S00872",0,70600,10,2,"Mid",9,"No"
"S00873",2,43200,2,4,"Entry",4,"No"
"S00874",4,41100,10,2,"Entry",8,"No"
"S00875",5,25000,4,3,"Mid",7,"No"
"S00876",4,78600,4,4,"Entry",6,"No"
"S00877",3,65700,5,1,"Entry",1,"Yes"
"S00878",5,35800,6,2,"Senior",3,"No"
"S00879",5,63800,1,2,"Entry",5,"No"
"S00880",3,66100,6,5,"Mid",1,"No"
"S00881",2,53100,9,1,"Entry",1,"No"
"S00882",4,52600,3,5,"Executive",10,"No"
"S00883",5,49800,2,1,"Mid",9,"Yes"
"S00884",3,38300,8,2,"Executive",1,"No"
"S00885",5,44000,2,2,"Mid",4,"No"
"S00886",3,35500,8,3,"Entry",8,"No"
"S00887",1,65500,10,4,"Senior",9,"No"
"S00888",1,74900,4,3,"Mid",6,"No"
"S00889",2,55400,9,1,"Mid",8,"Yes"
"S00890",2,42100,4,1,"Entry",6,"No"
"S00891",2,43300,1,1,"Entry",8,"No"
"S00892",2,55300,8,1,"Mid",7,"No"
"S00893",4,58400,1,4,"Entry",9,"No"
"S00894",0,52200,5,2,"Senior",9,"Yes"
"S00895",2,39200,7,3,"Entry",2,"No"
"S00896",1,67600,3,2,"Mid",5,"No"
"S00897",5,51900,6,5,"Senior",2,"No"
"S00898",0,56900,1,3,"Entry",6,"Yes"
"S00899",0,25000,6,1,"Entry",4,"No"
"S00900",4,46700,5,1,"Entry",8,"No"
"S00901",3,60700,2,5,"Mid",10,"Yes"
"S00902",5,31500,4,3,"Entry",4,"Yes"
"S00903",5,25000,7,4,"Executive",6,"Yes"
"S00904",0,67000,6,4,"Mid",1,"No"
"S00905",4,51900,10,1,"Mid",4,"No"
"S00906",4,53000,6,1,"Senior",4,"No"
"S00907",4,56000,9,1,"Entry",6,"No"
"S00908",2,53900,2,5,"Mid",8,"No"
"S00909",5,25000,1,5,"Mid",4,"No"
"S00910",3,43900,2,2,"Entry",4,"No"
"S00911",2,47900,3,5,"Senior",3,"No"
"S00912",1,52400,9,3,"Mid",8,"No"
"S00913",3,50400,10,5,"Senior",6,"No"
"S00914",2,43500,9,3,"Executive",4,"No"
"S00915",3,63200,5,4,"Entry",5,"No"
"S00916",1,45700,7,2,"Senior",2,"No"
"S00917",2,52800,3,5,"Mid",9,"No"
"S00918",3,73900,10,4,"Executive",8,"No"
"S00919",1,28400,2,3,"Entry",2,"No"
"S00920",5,25000,6,2,"Entry",8,"No"
"S00921",4,55100,6,4,"Entry",6,"Yes"
"S00922",3,58800,5,3,"Entry",1,"No"
"S00923",1,82700,1,2,"Entry",10,"No"
"S00924",5,50500,10,1,"Entry",4,"No"
"S00925",4,47400,2,5,"Entry",5,"Yes"
"S00926",1,42100,7,1,"Entry",2,"No"
"S00927",5,66300,10,1,"Entry",10,"No"
"S00928",5,57600,2,1,"Entry",5,"No"
"S00929",5,62300,5,4,"Entry",1,"No"
"S00930",0,54100,10,1,"Entry",2,"Yes"
"S00931",1,62900,4,1,"Mid",1,"No"
"S00932",2,71100,10,4,"Entry",2,"No"
"S00933",2,58900,1,5,"Entry",2,"No"
"S00934",2,41900,5,2,"Entry",7,"No"
"S00935",2,35500,1,2,"Senior",7,"Yes"
"S00936",5,52300,3,5,"Mid",7,"No"
"S00937",5,72700,9,4,"Executive",2,"No"
"S00938",0,53100,7,1,"Entry",3,"No"
"S00939",0,25100,2,2,"Entry",2,"No"
"S00940",0,76700,5,5,"Executive",5,"No"
"S00941",4,56900,4,5,"Entry",3,"No"
"S00942",3,48600,7,1,"Entry",10,"Yes"
"S00943",2,47500,4,5,"Senior",6,"Yes"
"S00944",3,25000,9,4,"Entry",6,"No"
"S00945",2,37600,3,4,"Mid",5,"Yes"
"S00946",2,37300,6,2,"Entry",2,"No"
"S00947",2,59400,5,3,"Entry",8,"No"
"S00948",0,46800,10,5,"Entry",6,"Yes"
"S00949",5,66400,8,4,"Entry",2,"Yes"
"S00950",4,25000,1,1,"Senior",1,"No"
"S00951",2,83900,10,1,"Mid",6,"No"
"S00952",2,68600,2,3,"Entry",2,"No"
"S00953",2,56400,7,3,"Mid",4,"Yes"
"S00954",1,44800,1,3,"Mid",4,"Yes"
"S00955",2,61800,5,1,"Mid",9,"No"
"S00956",0,51300,8,5,"Entry",10,"No"
"S00957",0,47000,10,4,"Senior",10,"No"
"S00958",3,61200,5,1,"Senior",7,"No"
"S00959",5,63000,5,4,"Entry",9,"No"
"S00960",5,55300,9,3,"Senior",6,"No"
"S00961",0,42800,5,2,"Mid",1,"No"
"S00962",3,48200,1,5,"Senior",10,"No"
"S00963",4,29800,3,3,"Entry",8,"No"
"S00964",1,29000,5,3,"Mid",4,"No"
"S00965",0,41000,8,4,"Entry",10,"No"
"S00966",2,64500,10,1,"Mid",8,"No"
"S00967",4,51800,2,2,"Mid",3,"No"
"S00968",2,64300,4,5,"Entry",6,"No"
"S00969",3,69400,4,2,"Mid",4,"No"
"S00970",3,55400,3,3,"Mid",10,"No"
"S00971",1,34400,6,2,"Mid",4,"Yes"
"S00972",4,62200,10,5,"Senior",2,"No"
"S00973",3,33000,2,3,"Senior",4,"No"
"S00974",2,42000,3,5,"Entry",1,"No"
"S00975",5,70300,2,2,"Executive",1,"No"
"S00976",0,49900,10,3,"Mid",5,"Yes"
"S00977",0,56900,8,3,"Entry",1,"No"
"S00978",5,25000,2,5,"Entry",3,"Yes"
"S00979",4,45200,5,1,"Executive",3,"No"
"S00980",4,54200,4,3,"Mid",10,"No"
"S00981",3,51400,1,5,"Entry",4,"No"
"S00982",0,61800,7,5,"Entry",1,"No"
"S00983",5,40500,6,5,"Entry",7,"No"
"S00984",1,67200,10,1,"Executive",4,"No"
"S00985",5,43100,1,4,"Entry",7,"No"
"S00986",1,50300,9,3,"Entry",5,"No"
"S00987",5,35200,4,2,"Mid",1,"No"
"S00988",5,58300,1,5,"Entry",4,"No"
"S00989",5,38600,8,2,"Entry",5,"No"
"S00990",5,53900,1,5,"Mid",4,"Yes"
"S00991",5,62200,2,5,"Senior",7,"No"
"S00992",5,63800,5,3,"Entry",1,"Yes"
"S00993",1,89300,1,1,"Senior",9,"No"
"S00994",1,50100,1,1,"Entry",6,"No"
"S00995",3,45400,6,2,"Entry",8,"Yes"
"S00996",5,40600,1,4,"Entry",8,"No"
"S00997",2,59200,5,1,"Entry",9,"No"
"S00998",1,48100,10,1,"Entry",5,"No"
"S00999",3,37300,5,4,"Entry",8,"No"
"S01000",1,36900,2,1,"Entry",8,"Yes"
"S01001",1,68800,3,3,"Mid",6,"No"
"S01002",5,63200,3,3,"Mid",10,"No"
"S01003",2,69800,3,2,"Mid",8,"No"
"S01004",1,28600,3,2,"Entry",5,"No"
"S01005",3,44600,4,2,"Entry",10,"Yes"
"S01006",5,36300,10,3,"Entry",8,"Yes"
"S01007",3,52000,1,2,"Entry",10,"No"
"S01008",0,38100,4,2,"Mid",3,"Yes"
"S01009",4,71000,4,3,"Mid",4,"Yes"
"S01010",1,44600,8,4,"Senior",3,"Yes"
"S01011",5,77800,4,2,"Entry",5,"No"
"S01012",1,62900,5,1,"Entry",5,"Yes"
"S01013",3,63600,4,3,"Entry",5,"No"
"S01014",1,75900,5,4,"Entry",2,"No"
"S01015",5,51000,3,1,"Mid",9,"No"
"S01016",3,62600,3,1,"Entry",7,"No"
"S01017",0,54700,8,5,"Mid",8,"No"
"S01018",5,38200,1,4,"Entry",2,"Yes"
"S01019",1,40500,3,5,"Senior",10,"No"
"S01020",5,47000,2,3,"Entry",10,"No"
"S01021",5,56700,10,4,"Entry",7,"No"
"S01022",0,61300,6,5,"Entry",3,"Yes"
"S01023",0,58400,8,3,"Entry",5,"Yes"
"S01024",4,58700,6,2,"Mid",7,"Yes"
"S01025",3,45800,4,1,"Mid",9,"No"
"S01026",0,25000,3,3,"Mid",10,"Yes"
"S01027",3,61500,4,4,"Entry",1,"Yes"
"S01028",4,38000,8,1,"Executive",6,"Yes"
"S01029",3,82300,9,1,"Entry",6,"No"
"S01030",5,55200,8,3,"Entry",2,"Yes"
"S01031",4,70700,9,2,"Executive",10,"No"
"S01032",1,33500,8,3,"Executive",9,"No"
"S01033",4,66900,5,5,"Mid",5,"No"
"S01034",4,60700,5,5,"Entry",9,"No"
"S01035",4,55700,1,5,"Entry",4,"No"
"S01036",2,34200,8,4,"Mid",5,"No"
"S01037",0,39400,2,3,"Mid",5,"No"
"S01038",3,59800,6,1,"Entry",5,"Yes"
"S01039",5,39400,6,4,"Mid",9,"No"
"S01040",3,37600,10,5,"Entry",1,"Yes"
"S01041",2,42400,4,4,"Senior",8,"No"
"S01042",1,57500,9,1,"Mid",7,"No"
"S01043",5,71300,3,4,"Executive",1,"No"
"S01044",0,56200,8,2,"Mid",2,"No"
"S01045",0,68300,2,5,"Entry",1,"No"
"S01046",0,47900,5,3,"Entry",4,"No"
"S01047",0,80600,6,5,"Mid",10,"Yes"
"S01048",2,70000,2,5,"Entry",9,"No"
"S01049",3,63400,7,3,"Senior",1,"No"
"S01050",1,56900,5,3,"Entry",3,"No"
"S01051",5,56000,10,1,"Senior",7,"No"
"S01052",5,27600,4,1,"Entry",4,"No"
"S01053",1,26900,4,2,"Entry",6,"Yes"
"S01054",1,59800,2,4,"Entry",7,"Yes"
"S01055",2,51100,9,4,"Mid",6,"No"
"S01056",2,58400,1,4,"Mid",8,"No"
"S01057",4,33100,1,5,"Entry",2,"No"
"S01058",2,72800,4,5,"Entry",1,"No"
"S01059",0,47000,3,3,"Entry",7,"No"
"S01060",3,55700,9,2,"Entry",3,"No"
"S01061",1,42500,7,2,"Senior",4,"Yes"
"S01062",2,54900,2,4,"Mid",7,"No"
"S01063",3,85700,4,3,"Entry",2,"No"
"S01064",0,67400,5,4,"Entry",7,"No"
"S01065",2,41500,10,5,"Entry",4,"No"
"S01066",2,34900,4,3,"Mid",9,"Yes"
"S01067",3,55300,4,4,"Senior",1,"No"
"S01068",5,45000,4,2,"Mid",3,"No"
"S01069",5,39800,8,1,"Mid",8,"No"
"S01070",0,79800,7,5,"Entry",7,"No"
"S01071",2,25000,4,4,"Executive",2,"No"
"S01072",3,60700,1,3,"Entry",5,"No"
"S01073",0,79100,6,3,"Senior",7,"No"
"S01074",2,32600,5,4,"Entry",5,"No"
"S01075",5,43700,5,2,"Entry",10,"No"
"S01076",2,45100,6,4,"Entry",1,"Yes"
"S01077",1,74100,8,5,"Entry",5,"No"
"S01078",4,49600,6,3,"Entry",10,"No"
"S01079",0,80700,6,5,"Entry",3,"No"
"S01080",3,62800,7,1,"Mid",1,"No"
"S01081",1,44700,8,2,"Mid",10,"No"
"S01082",2,33100,4,4,"Entry",4,"No"
"S01083",3,34800,7,4,"Entry",7,"No"
"S01084",1,59900,8,2,"Mid",7,"Yes"
"S01085",1,88500,6,3,"Mid",2,"No"
"S01086",5,42900,9,4,"Mid",2,"Yes"
"S01087",5,40400,6,2,"Executive",1,"No"
"S01088",4,59800,4,4,"Entry",2,"No"
"S01089",5,47100,6,3,"Entry",9,"No"
"S01090",1,43000,2,2,"Mid",9,"Yes"
"S01091",0,73300,8,3,"Senior",7,"No"
"S01092",4,72900,6,4,"Mid",3,"No"
