"Student_ID","High_School_GPA","SAT_Score","University_Ranking","University_GPA","Field_of_Study"
"S00572",2.27,1459,356,3.49,"Business"
"S00573",3.34,1200,318,3.55,"Computer Science"
"S00574",2.01,1337,666,3.84,"Law"
"S00575",3.85,999,963,2.85,"Medicine"
"S00576",2.23,1379,364,2.59,"Computer Science"
"S00577",2.19,1314,55,3.28,"Computer Science"
"S00578",2.67,1064,156,2.83,"Engineering"
"S00579",2.75,1537,44,3.19,"Medicine"
"S00580",2.43,1201,593,2.84,"Law"
"S00581",3.17,1020,678,2.31,"Arts"
"S00582",2.89,987,542,2.94,"Arts"
"S00583",2.07,1116,322,3.38,"Arts"
"S00584",2.64,1472,648,3.6,"Business"
"S00585",3.62,1078,14,2.99,"Arts"
"S00586",3.38,1062,357,2.33,"Business"
"S00587",3.45,1492,483,2.83,"Law"
"S00588",3.4,1069,618,3.57,"Law"
"S00589",2.62,1200,359,2.83,"Computer Science"
"S00590",2.2,1273,318,3.39,"Arts"
"S00591",2.54,1102,75,3.01,"Engineering"
"S00592",3.66,946,959,2.48,"Law"
"S00593",3.96,1362,591,3.59,"Medicine"
"S00594",2.99,1569,194,2.17,"Medicine"
"S00595",2.02,1307,997,3.05,"Law"
"S00596",2.28,1093,363,2.42,"Computer Science"
"S00597",2.64,1326,96,2.13,"Mathematics"
"S00598",3.16,1216,40,3.01,"Medicine"
"S00599",2.15,1378,768,3,"Medicine"
"S00600",3.89,1320,397,3.41,"Mathematics"
"S00601",2.73,1168,107,3.49,"Computer Science"
"S00602",3.83,1380,17,3.46,"Mathematics"
"S00603",3.56,1162,527,2.82,"Computer Science"
"S00604",3.51,1325,929,3.26,"Computer Science"
"S00605",3.21,1065,784,3.15,"Engineering"
"S00606",3.25,1591,499,2.84,"Computer Science"
"S00607",3.28,1327,525,3.19,"Computer Science"
"S00608",3.26,1296,759,3.89,"Computer Science"
"S00609",3.11,1115,726,2.39,"Law"
"S00610",3.97,1006,663,3.81,"Arts"
"S00611",3.46,997,804,2.11,"Law"
"S00612",3.55,1381,43,2.62,"Arts"
"S00613",3.74,1398,946,2.58,"Engineering"
"S00614",2.43,1129,626,3.25,"Engineering"
"S00615",2.17,1156,842,2.26,"Medicine"
"S00616",2.97,942,593,3.76,"Mathematics"
"S00617",3.03,1141,350,3.66,"Mathematics"
"S00618",3.66,1453,653,3.3,"Law"
"S00619",2.89,994,30,2.92,"Arts"
"S00620",3.14,1087,441,3.87,"Engineering"
"S00621",3.05,1284,542,3.66,"Engineering"
"S00622",2.08,1299,455,3,"Law"
"S00623",3.23,1405,778,3.4,"Medicine"
"S00624",3.66,1066,611,3.13,"Computer Science"
"S00625",2.32,1024,962,3.18,"Business"
"S00626",3.19,1572,94,2.66,"Medicine"
"S00627",3.19,986,723,2.92,"Mathematics"
"S00628",2.33,1388,295,2.16,"Mathematics"
"S00629",2.25,1125,549,2.71,"Business"
"S00630",3.96,1556,899,3.39,"Medicine"
"S00631",2.79,1244,89,3.91,"Medicine"
"S00632",2.45,1417,930,3.93,"Computer Science"
"S00633",2.34,930,503,3.11,"Engineering"
"S00634",3.34,1195,767,3.21,"Arts"
"S00635",3.22,1313,214,2.37,"Medicine"
"S00636",3.29,1034,422,3.39,"Computer Science"
"S00637",2.18,1424,526,2.14,"Mathematics"
"S00638",3.79,903,192,2.57,"Business"
"S00639",2.78,1077,807,3.34,"Law"
"S00640",2.63,1158,694,2.62,"Mathematics"
"S00641",2.92,1551,642,2.1,"Law"
"S00642",2.78,964,224,3.66,"Engineering"
"S00643",3.73,1262,555,2.62,"Law"
"S00644",3.86,916,693,2.13,"Medicine"
"S00645",2.61,1099,387,2.15,"Business"
"S00646",3.73,1443,681,2.5,"Medicine"
"S00647",3.56,1111,776,2.36,"Law"
"S00648",3.86,1334,474,3.55,"Arts"
"S00649",2.49,1172,608,2.64,"Mathematics"
"S00650",3.15,1189,203,3.61,"Law"
"S00651",2.55,1382,447,2.35,"Arts"
"S00652",3.65,1133,833,2.99,"Law"
"S00653",2.01,1307,847,3.38,"Engineering"
"S00654",3.13,1593,900,3.3,"Business"
"S00655",2.68,1045,68,3.2,"Arts"
"S00656",2.65,1461,92,3.85,"Computer Science"
"S00657",3.29,1329,778,2.46,"Engineering"
"S00658",3.7,1331,843,2.99,"Medicine"
"S00659",3.22,1514,178,3.77,"Law"
"S00660",3.71,1444,663,2.16,"Business"
"S00661",2.53,1396,829,2.11,"Business"
"S00662",3.04,988,559,2.47,"Law"
"S00663",2.9,1310,3,3.27,"Computer Science"
"S00664",2.02,1140,999,2.52,"Mathematics"
"S00665",3.11,1122,103,2.38,"Mathematics"
"S00666",3.32,1564,273,2.92,"Arts"
"S00667",3.18,1367,534,3.23,"Law"
"S00668",3.47,1468,116,2.5,"Business"
"S00669",3.14,1221,859,2.6,"Computer Science"
"S00670",2.13,1274,912,3.23,"Mathematics"
"S00671",2.23,1011,464,3.89,"Computer Science"
"S00672",3.19,1426,104,3.35,"Mathematics"
"S00673",2.55,1311,259,3.57,"Medicine"
"S00674",2.16,1168,308,2.73,"Computer Science"
"S00675",2.86,1525,367,2.54,"Engineering"
"S00676",3.11,1151,929,2.91,"Business"
"S00677",2.66,1273,810,3.61,"Engineering"
"S00678",3.44,1553,642,2.91,"Mathematics"
"S00679",3.29,1525,807,3.69,"Computer Science"
"S00680",2.67,1349,302,3.98,"Computer Science"
"S00681",3.51,1436,560,2.14,"Engineering"
"S00682",3.3,1267,27,2.09,"Medicine"
"S00683",3.27,1154,508,2.3,"Computer Science"
"S00684",3.11,1362,527,2.77,"Engineering"
"S00685",2.02,1167,775,2.26,"Engineering"
"S00686",3.39,1025,365,3.74,"Business"
"S00687",2.75,1292,953,2.05,"Medicine"
"S00688",3.89,1233,298,2.63,"Arts"
"S00689",3.64,1464,777,2.37,"Engineering"
"S00690",3.18,1267,361,3.86,"Business"
"S00691",2.5,1454,646,3.34,"Arts"
"S00692",2.41,1577,504,3.82,"Business"
"S00693",2.68,1453,953,3.94,"Business"
"S00694",2.95,1355,588,2.99,"Law"
"S00695",2.59,1587,30,2.47,"Medicine"
"S00696",3.03,966,439,2.39,"Computer Science"
"S00697",2.33,965,340,2.45,"Medicine"
"S00698",3.96,1494,126,3.42,"Arts"
"S00699",2.22,1516,596,2.08,"Law"
"S00700",3.86,1299,566,2.1,"Medicine"
"S00701",3.83,1186,366,3.22,"Computer Science"
"S00702",3.05,1085,795,3.28,"Medicine"
"S00703",3.45,1183,852,3.33,"Medicine"
"S00704",2.87,1415,443,2.74,"Medicine"
"S00705",3.26,1549,263,3.61,"Engineering"
"S00706",2.68,1590,936,3.07,"Engineering"
"S00707",2.6,1136,872,2.21,"Medicine"
"S00708",3.16,917,222,3.59,"Computer Science"
"S00709",3,1313,840,3.91,"Mathematics"
"S00710",3.16,908,2,2.12,"Computer Science"
"S00711",2.57,1319,910,2.78,"Computer Science"
"S00712",2.73,928,394,2.98,"Computer Science"
"S00713",2.17,1555,306,2.29,"Law"
"S00714",2.1,1247,146,3.74,"Law"
"S00715",2.51,1560,530,2.57,"Business"
"S00716",2.15,1475,528,3.57,"Medicine"
"S00717",2.21,1349,308,3.34,"Mathematics"
"S00718",3.63,1279,965,3.2,"Mathematics"
"S00719",2.08,1598,948,2.38,"Medicine"
"S00720",3.32,1265,671,2.44,"Business"
"S00721",2.55,1126,997,2.09,"Computer Science"
"S00722",3.74,1017,340,2.48,"Arts"
"S00723",2.97,1311,919,2.69,"Arts"
"S00724",2.61,1255,352,3.67,"Business"
"S00725",3.04,1153,810,2.73,"Mathematics"
"S00726",2.76,1442,209,3.51,"Arts"
"S00727",3.13,1572,958,2.88,"Engineering"
"S00728",2.23,1343,205,3.57,"Medicine"
"S00729",3.99,1580,625,3.95,"Arts"
"S00730",2.85,980,690,2.48,"Law"
"S00731",2.7,945,973,3.72,"Law"
"S00732",3.42,948,721,3.24,"Mathematics"
"S00733",2.73,1348,636,3.63,"Mathematics"
"S00734",3.67,1306,15,3.3,"Engineering"
"S00735",2.91,1182,858,2.85,"Medicine"
"S00736",3.44,1372,428,2.46,"Engineering"
"S00737",2.21,1315,476,2.14,"Medicine"
"S00738",3.69,1499,298,3.07,"Medicine"
"S00739",3.47,1020,557,3.98,"Mathematics"
"S00740",2.42,902,94,3.48,"Arts"
"S00741",2.29,1215,107,2.65,"Law"
"S00742",2.63,1359,419,3.65,"Business"
"S00743",3.95,1126,278,3.54,"Arts"
"S00744",2.51,978,128,2.56,"Mathematics"
"S00745",2.91,1556,970,2.03,"Computer Science"
"S00746",2.06,1443,459,2.24,"Engineering"
"S00747",2.79,970,38,3.75,"Mathematics"
"S00748",3.14,1096,609,3.67,"Computer Science"
"S00749",3.91,957,198,2.59,"Medicine"
"S00750",3.03,1323,704,2.57,"Mathematics"
"S00751",3.64,1368,357,3.59,"Arts"
"S00752",3.09,1523,7,3.88,"Computer Science"
"S00753",2.08,947,556,3.56,"Computer Science"
"S00754",2.63,1334,332,3.21,"Law"
"S00755",3.15,1084,519,2.49,"Mathematics"
"S00756",3.9,1064,194,3.05,"Computer Science"
"S00757",3.72,1230,316,2.47,"Law"
"S00758",2.46,1229,1,3.62,"Law"
"S00759",2.44,1020,62,2.77,"Medicine"
"S00760",2.4,1112,343,3.67,"Law"
"S00761",3.84,1406,601,2.76,"Medicine"
"S00762",3.71,1452,18,3.65,"Law"
"S00763",3.55,1067,620,2.67,"Law"
"S00764",2.79,1445,647,2.88,"Mathematics"
"S00765",3.01,1326,371,3.23,"Mathematics"
"S00766",2.93,1120,822,2.14,"Medicine"
"S00767",2.51,909,579,3.9,"Computer Science"
"S00768",3.01,1019,605,3.15,"Engineering"
"S00769",2.06,1534,650,3.02,"Arts"
"S00770",2.26,1146,701,3.68,"Arts"
"S00771",3.77,1259,571,3.73,"Medicine"
"S00772",3.5,1120,699,3.04,"Computer Science"
"S00773",2.85,1405,235,3.85,"Mathematics"
"S00774",3.03,957,69,2.13,"Mathematics"
"S00775",2.74,1359,447,2.23,"Engineering"
"S00776",3.48,1027,610,3.19,"Business"
"S00777",3.57,1598,8,2.71,"Mathematics"
"S00778",3.53,985,462,2.93,"Medicine"
"S00779",3.45,1003,1000,2.66,"Business"
"S00780",2.41,1042,311,2.81,"Arts"
"S00781",2.68,1104,134,3.65,"Arts"
"S00782",2.94,1540,385,3.19,"Mathematics"
"S00783",2.66,937,56,3.99,"Engineering"
"S00784",3.51,1262,993,3.57,"Engineering"
"S00785",2.66,1520,360,2.55,"Business"
"S00786",2.28,1208,971,2.53,"Mathematics"
"S00787",2.8,951,114,2.67,"Arts"
"S00788",3.96,900,88,3.69,"Engineering"
"S00789",2.45,910,138,2.05,"Engineering"
"S00790",3.22,1539,108,2.46,"Arts"
"S00791",2.87,1113,500,3.81,"Mathematics"
"S00792",2.14,1455,535,3.28,"Arts"
"S00793",2.98,1417,144,2.45,"Computer Science"
"S00794",3.4,1567,869,2.44,"Law"
"S00795",3.03,1314,656,3.73,"Engineering"
"S00796",3.74,907,56,3.79,"Business"
"S00797",2.58,904,620,2.51,"Mathematics"
"S00798",2.17,1261,863,2.84,"Medicine"
"S00799",3.87,1593,6,3.67,"Medicine"
"S00800",2.76,1011,542,3.54,"Arts"
"S00801",3.15,1172,447,3.63,"Law"
"S00802",3.58,1321,997,3.04,"Mathematics"
"S00803",2.65,1164,385,3.82,"Mathematics"
"S00804",3.43,1357,307,2.65,"Business"
"S00805",2.27,1111,874,2.31,"Computer Science"
"S00806",2.58,977,857,3.42,"Engineering"
"S00807",2.29,1565,639,3.08,"Computer Science"
"S00808",3.62,1120,302,3.71,"Mathematics"
"S00809",2.45,1268,633,2.16,"Business"
"S00810",3.43,1246,405,3.69,"Computer Science"
"S00811",3.89,924,611,2.59,"Arts"
"S00812",3.06,1319,678,3.31,"Medicine"
"S00813",3.08,1253,837,2.08,"Arts"
"S00814",2.92,1316,831,3.22,"Engineering"
"S00815",2.65,1414,753,3.43,"Arts"
"S00816",2.95,1114,562,2.74,"Business"
"S00817",3.21,1011,780,2.43,"Mathematics"
"S00818",3.97,1458,837,3.08,"Business"
"S00819",3.88,1327,510,3.67,"Engineering"
"S00820",3.72,1598,73,2.65,"Engineering"
"S00821",3.78,1461,812,2.5,"Medicine"
"S00822",2.94,1115,564,2.56,"Computer Science"
"S00823",3.31,1312,265,3.9,"Medicine"
"S00824",3.79,1279,227,2.72,"Arts"
"S00825",2.79,1501,193,2.01,"Computer Science"
"S00826",3.92,1131,374,3.56,"Engineering"
"S00827",2.83,1157,751,3.4,"Business"
"S00828",3.2,1564,10,2.26,"Arts"
"S00829",3.42,1155,302,3.97,"Medicine"
"S00830",3.9,1302,359,3.22,"Mathematics"
"S00831",2.49,1323,740,3,"Law"
"S00832",3.49,964,954,2.76,"Law"
"S00833",3.04,1089,805,3.8,"Engineering"
"S00834",2.54,1502,52,2.49,"Mathematics"
"S00835",3.55,1072,752,2.57,"Computer Science"
"S00836",3.1,1527,99,2.24,"Law"
"S00837",3.32,1460,593,3.52,"Computer Science"
"S00838",2.65,1126,13,3.19,"Business"
"S00839",2.96,1480,390,3.22,"Engineering"
"S00840",3.23,1287,954,2.44,"Engineering"
"S00841",2.81,1300,357,3.3,"Arts"
"S00842",2.4,1537,640,3.53,"Arts"
"S00843",3.92,1112,816,2.72,"Mathematics"
"S00844",3.02,952,928,3.6,"Computer Science"
"S00845",3.47,1523,11,2.7,"Law"
"S00846",2.82,1570,81,3.52,"Law"
"S00847",2.71,1561,261,2.07,"Medicine"
"S00848",2.81,1038,6,3.1,"Computer Science"
"S00849",2.82,1317,458,3.94,"Law"
"S00850",3.09,1524,373,3.96,"Arts"
"S00851",3.09,1042,481,2.56,"Arts"
"S00852",2.99,1408,222,2.88,"Arts"
"S00853",2.27,1549,917,2.13,"Computer Science"
"S00854",2.99,1385,810,3.75,"Engineering"
"S00855",2.34,1336,81,3.14,"Mathematics"
"S00856",2.25,1442,923,2.77,"Medicine"
"S00857",3.87,1192,515,2.23,"Medicine"
"S00858",3.21,1519,60,3.89,"Arts"
"S00859",3.32,1183,221,3.06,"Business"
"S00860",2.8,1570,962,2.57,"Computer Science"
"S00861",3.82,913,349,2.7,"Law"
"S00862",3.28,1533,561,2.54,"Law"
"S00863",3.54,1171,228,3.2,"Mathematics"
"S00864",2.74,924,290,3.86,"Engineering"
"S00865",3.92,1221,293,3.71,"Arts"
"S00866",3.64,1580,810,2.92,"Business"
"S00867",3.71,1002,193,3.65,"Arts"
"S00868",2.34,939,956,2.85,"Business"
"S00869",2.54,1134,474,2.5,"Medicine"
"S00870",2.57,988,257,3.97,"Business"
"S00871",2.54,999,955,2.61,"Medicine"
"S00872",3.71,1043,506,2.65,"Medicine"
"S00873",2.06,981,388,3.98,"Computer Science"
"S00874",2.15,1488,615,2.27,"Mathematics"
"S00875",2.55,1470,398,3.52,"Business"
"S00876",2.4,1128,366,3.87,"Engineering"
"S00877",2.46,1502,658,3.02,"Engineering"
"S00878",3.6,1294,290,2.01,"Business"
"S00879",3.13,1412,769,2.75,"Mathematics"
"S00880",2.01,1096,309,2.22,"Computer Science"
"S00881",2.86,1173,278,2.83,"Engineering"
"S00882",2.82,1489,464,3.58,"Arts"
"S00883",2.23,1552,189,2.88,"Engineering"
"S00884",3.35,1482,918,2.86,"Computer Science"
"S00885",3.4,1461,178,3.11,"Medicine"
"S00886",3.44,1271,528,3.16,"Medicine"
"S00887",3.46,979,924,3.71,"Medicine"
"S00888",2,1134,988,2.62,"Computer Science"
"S00889",3.91,1186,375,3.64,"Medicine"
"S00890",3.63,1566,598,3.13,"Mathematics"
"S00891",3.81,1471,760,2.6,"Medicine"
"S00892",2.03,1444,454,2.59,"Computer Science"
"S00893",3.87,1336,217,2.72,"Arts"
"S00894",3.62,1026,42,3.25,"Engineering"
"S00895",3.67,1316,194,2.46,"Computer Science"
"S00896",2.19,1537,327,3.84,"Computer Science"
"S00897",3.48,940,373,3.15,"Business"
"S00898",3.92,1368,465,3.84,"Medicine"
"S00899",3.36,1196,163,2.09,"Law"
"S00900",3.14,1496,276,2.69,"Arts"
"S00901",3.89,1500,364,2.05,"Law"
"S00902",2.89,941,642,2.54,"Business"
"S00903",3.2,1531,775,3.72,"Arts"
"S00904",2.95,1178,480,2.07,"Medicine"
"S00905",3.87,1358,689,2.87,"Law"
"S00906",2.15,932,979,2.24,"Medicine"
"S00907",3,1175,460,2.83,"Medicine"
"S00908",3.37,1564,265,3.68,"Engineering"
"S00909",3.58,989,539,3.25,"Arts"
"S00910",3.17,1515,974,3.47,"Arts"
"S00911",3.82,1423,386,2.7,"Business"
"S00912",3.88,1059,85,3.89,"Computer Science"
"S00913",2.13,1357,708,3.42,"Medicine"
"S00914",2.8,1298,316,2.84,"Medicine"
"S00915",2.05,990,243,2.85,"Law"
"S00916",2.66,1480,469,3.84,"Business"
"S00917",3.07,1365,880,3.15,"Arts"
"S00918",3.82,1119,342,3.41,"Engineering"
"S00919",3.69,1318,177,2.83,"Arts"
"S00920",2.25,1278,130,2.45,"Engineering"
"S00921",2.19,1346,657,3.45,"Engineering"
"S00922",3.18,1045,83,3.22,"Arts"
"S00923",3.06,1132,360,3,"Law"
"S00924",2.53,1270,88,3.25,"Medicine"
"S00925",3.8,1133,532,2.42,"Engineering"
"S00926",3.85,1266,742,3.59,"Law"
"S00927",2.81,1380,972,3.9,"Business"
"S00928",3.78,1472,985,3.78,"Business"
"S00929",2.77,1262,638,2.64,"Engineering"
"S00930",3.47,1489,471,2.81,"Medicine"
"S00931",2.95,1410,498,3.62,"Engineering"
"S00932",2.25,994,507,3.19,"Business"
"S00933",3.86,1115,354,3.1,"Mathematics"
"S00934",2.91,1442,416,3.85,"Business"
"S00935",3.47,1034,51,3.07,"Arts"
"S00936",2.73,982,600,3.03,"Mathematics"
"S00937",2.04,1290,682,2.08,"Medicine"
"S00938",2.2,946,63,2.14,"Arts"
"S00939",2.99,1291,89,2.01,"Mathematics"
"S00940",3.38,1284,701,3.83,"Law"
"S00941",2.67,1280,190,2.82,"Mathematics"
"S00942",3.39,976,899,2.94,"Law"
"S00943",3.4,1158,601,3.69,"Law"
"S00944",3.41,1503,348,3.22,"Mathematics"
"S00945",2.99,1298,844,3.22,"Mathematics"
"S00946",3.83,999,538,2.59,"Computer Science"
"S00947",2.98,1400,176,3.67,"Mathematics"
"S00948",2.9,1282,364,2.33,"Law"
"S00949",2.4,1091,776,2.11,"Engineering"
"S00950",2.62,1479,901,2.38,"Arts"
"S00951",2.08,1501,907,2.54,"Law"
"S00952",3.27,1244,554,2.56,"Medicine"
"S00953",2.5,909,483,3.34,"Mathematics"
"S00954",2.61,1163,987,2.44,"Law"
"S00955",3.54,1167,119,3.35,"Engineering"
"S00956",2.65,1529,169,2.18,"Mathematics"
"S00957",2.48,1470,620,2.29,"Engineering"
"S00958",2.34,1094,998,3.02,"Engineering"
"S00959",3.55,1461,147,3.84,"Engineering"
"S00960",2.26,1306,688,3.72,"Engineering"
"S00961",2.91,1195,437,3.94,"Medicine"
"S00962",3.01,996,439,3.3,"Computer Science"
"S00963",3.37,1361,888,3.35,"Business"
"S00964",3.27,1538,189,3.25,"Computer Science"
"S00965",3.62,986,160,3.25,"Business"
"S00966",2.09,976,814,2.29,"Arts"
"S00967",2.59,1382,860,3.09,"Mathematics"
"S00968",2.56,1045,932,2.77,"Engineering"
"S00969",2.29,1560,402,2.89,"Arts"
"S00970",2.58,1010,586,3.05,"Arts"
"S00971",2.62,1540,864,2.26,"Mathematics"
"S00972",3.04,1577,18,2.72,"Business"
"S00973",3.33,1196,140,2.13,"Medicine"
"S00974",2.76,1325,115,3.96,"Engineering"
"S00975",3.44,1548,328,2.24,"Law"
"S00976",2.67,1233,225,2.52,"Mathematics"
"S00977",2.58,1422,558,3.78,"Mathematics"
"S00978",3.08,1482,439,2.97,"Arts"
"S00979",2.05,1570,550,2.27,"Computer Science"
"S00980",2.16,1437,718,2.77,"Engineering"
"S00981",2.84,1061,386,2.23,"Medicine"
"S00982",3.89,1329,521,2.4,"Engineering"
"S00983",3.44,1513,253,2.1,"Law"
"S00984",2.18,968,620,2.88,"Law"
"S00985",3.69,1032,901,3.61,"Arts"
"S00986",3.46,1088,98,3.17,"Computer Science"
"S00987",3.22,1577,787,3.21,"Arts"
"S00988",3.64,1472,71,2.4,"Medicine"
"S00989",2.81,1178,551,2.69,"Business"
"S00990",2.44,1329,810,3.69,"Law"
"S00991",3.02,1524,913,2.18,"Computer Science"
"S00992",3.1,1441,447,3.72,"Law"
"S00993",3.08,1060,90,2.97,"Medicine"
"S00994",3.13,1352,430,3.67,"Medicine"
"S00995",3.9,1069,219,2.64,"Law"
"S00996",3.8,1597,107,2.68,"Arts"
"S00997",3.75,956,476,3.5,"Law"
"S00998",3.6,1139,916,3.57,"Arts"
"S00999",3.89,1257,454,2.46,"Law"
"S01000",2.2,1100,904,3.95,"Arts"
"S01001",2.53,1343,608,2.17,"Business"
"S01002",2.99,1201,915,2.14,"Engineering"
"S01003",3.69,1005,544,3.19,"Engineering"
"S01004",3.01,1000,126,3.45,"Arts"
"S01005",3.5,996,147,3.92,"Arts"
"S01006",2.28,1564,280,2.81,"Mathematics"
"S01007",2.5,928,24,2.05,"Mathematics"
"S01008",3.46,1405,952,3.21,"Business"
"S01009",2.33,1564,721,2.58,"Engineering"
"S01010",2.7,1337,120,2.87,"Business"
"S01011",2.53,1278,786,2.98,"Mathematics"
"S01012",2.7,972,652,2.13,"Mathematics"
"S01013",3.42,1153,297,2.97,"Medicine"
"S01014",2.74,1415,855,2.85,"Law"
"S01015",3.11,1449,944,3.43,"Mathematics"
"S01016",2.2,919,82,3.29,"Engineering"
"S01017",3.61,1524,448,2.37,"Arts"
"S01018",2.74,1434,912,2.41,"Computer Science"
"S01019",3.3,1320,720,2.5,"Mathematics"
"S01020",3.45,1345,996,2.36,"Medicine"
"S01021",2.42,1035,919,3.31,"Law"
"S01022",3.77,1404,470,3.99,"Computer Science"
"S01023",3.23,1200,423,3.3,"Business"
"S01024",2.86,1508,545,3.21,"Law"
"S01025",2.36,932,24,2.82,"Business"
"S01026",3.88,1546,61,2.63,"Business"
"S01027",3.51,1177,823,3.82,"Arts"
"S01028",2.42,1032,701,3.94,"Business"
"S01029",2.68,1426,84,2.99,"Mathematics"
"S01030",3.62,1025,225,2.58,"Computer Science"
"S01031",3.39,1244,991,3.54,"Medicine"
"S01032",3.53,916,680,2.26,"Mathematics"
"S01033",2.88,1461,186,3.53,"Arts"
"S01034",3.43,1546,375,3.64,"Medicine"
"S01035",2.77,1529,72,2.25,"Business"
"S01036",2.42,1277,74,3.95,"Engineering"
"S01037",3.27,959,897,3.97,"Law"
"S01038",3.95,1536,341,3.87,"Arts"
"S01039",2.62,1366,153,2.99,"Business"
"S01040",2.92,1527,96,2.49,"Arts"
"S01041",3.35,1290,565,3.16,"Engineering"
"S01042",3.08,1584,445,2.84,"Computer Science"
"S01043",3.69,1086,686,2.41,"Mathematics"
"S01044",3.52,1397,110,2.85,"Computer Science"
"S01045",2.12,1499,458,3.33,"Law"
"S01046",4,1260,828,2.14,"Computer Science"
"S01047",3.5,1348,51,2.67,"Mathematics"
"S01048",3.73,1593,377,2.04,"Mathematics"
"S01049",3.3,1579,765,3.5,"Engineering"
"S01050",3.71,1080,73,3.28,"Medicine"
"S01051",2.22,1029,212,2.13,"Engineering"
"S01052",2.7,1048,432,3.93,"Engineering"
"S01053",3.75,1371,724,2.05,"Business"
"S01054",2.4,1522,763,3.18,"Computer Science"
"S01055",2.16,1399,168,3.55,"Arts"
"S01056",3.58,1548,775,3.58,"Mathematics"
"S01057",3.67,1254,331,2.07,"Law"
"S01058",2.33,1110,981,3.81,"Medicine"
"S01059",3.71,1557,742,3.84,"Mathematics"
"S01060",3.37,1495,751,3.12,"Arts"
"S01061",3.04,929,787,2.96,"Business"
"S01062",3.66,1476,494,2.09,"Business"
"S01063",2.84,923,143,3.12,"Medicine"
"S01064",2.39,1121,582,2.82,"Arts"
"S01065",2.57,1501,445,3.55,"Medicine"
"S01066",3.01,1517,824,2.81,"Medicine"
"S01067",3.06,1583,394,3.37,"Computer Science"
"S01068",3.61,1488,512,2.2,"Arts"
"S01069",3.58,1479,686,2.27,"Computer Science"
"S01070",3.16,1300,848,2.28,"Mathematics"
"S01071",3.56,1503,621,2.09,"Computer Science"
"S01072",2.38,1411,715,3.08,"Mathematics"
"S01073",2.1,987,697,3.59,"Law"
"S01074",3.75,1364,803,3.22,"Computer Science"
"S01075",2.15,949,328,3.15,"Engineering"
"S01076",2.49,1002,604,3.36,"Business"
"S01077",3.39,1267,259,2.68,"Business"
"S01078",2.82,1391,834,2.72,"Engineering"
"S01079",3.75,1457,437,2.63,"Mathematics"
"S01080",2.6,1590,718,3.42,"Mathematics"
"S01081",2.02,1167,564,2.32,"Medicine"
"S01082",2.6,1296,349,2.03,"Arts"
"S01083",3.16,1219,693,3.19,"Arts"
"S01084",2.75,1419,950,3.88,"Arts"
"S01085",3.07,1348,815,3.22,"Computer Science"
"S01086",3.75,1375,515,3.57,"Arts"
"S01087",3.82,1489,449,3.35,"Arts"
"S01088",2.53,1139,399,2.99,"Mathematics"
"S01089",2.92,1157,596,3.44,"Arts"
"S01090",3.1,1542,214,3.65,"Business"
"S01091",3.9,1289,546,2.45,"Engineering"
"S01092",4,1242,562,2.67,"Law"
"S01093",2.47,1286,289,2.45,"Mathematics"
"S01094",3.45,1293,841,2.9,"Medicine"
"S01095",2.76,1582,259,3.77,"Engineering"
"S01096",2.02,1558,258,2.69,"Arts"
"S01097",2.02,1169,388,2.75,"Medicine"
"S01098",2.92,1048,784,3.72,"Medicine"
"S01099",2.98,1279,694,3.03,"Engineering"
"S01100",2.05,927,545,3.07,"Engineering"
"S01101",3.37,1048,265,3.72,"Engineering"
"S01102",2.59,1319,313,2.98,"Mathematics"
"S01103",3.12,1179,40,3.36,"Mathematics"
"S01104",2.6,1081,998,2.17,"Law"
"S01105",2.33,1065,820,2.36,"Engineering"
"S01106",2.81,916,210,2.81,"Law"
"S01107",2.46,1049,272,2.99,"Computer Science"
"S01108",3.07,1238,136,3.93,"Business"
"S01109",2.4,944,599,3.94,"Law"
"S01110",3.02,1401,60,3.7,"Business"
"S01111",2.31,1088,510,2.63,"Arts"
"S01112",3.34,1550,676,3.93,"Computer Science"
"S01113",3.51,960,515,3.38,"Medicine"
"S01114",2.22,1193,15,2.79,"Engineering"
"S01115",2.94,932,614,3.4,"Arts"
"S01116",2.14,1198,255,2.03,"Medicine"
"S01117",3.2,1314,737,2.29,"Mathematics"
"S01118",2.53,1523,722,3.66,"Business"
"S01119",3.06,1448,535,3.29,"Medicine"
"S01120",3.03,1330,235,2.73,"Engineering"
"S01121",3.85,1394,131,3,"Engineering"
"S01122",3.1,999,670,3.81,"Law"
"S01123",3.17,922,685,3.26,"Law"
"S01124",2.8,1319,17,2.8,"Mathematics"
"S01125",3.9,1323,882,2.24,"Business"
"S01126",3.55,1386,954,2.59,"Engineering"
"S01127",2.57,988,826,3.96,"Computer Science"
"S01128",3.69,1108,992,2.87,"Arts"
"S01129",2.86,1170,878,2.94,"Business"
"S01130",3.66,1305,185,3,"Business"
"S01131",3.65,1177,391,3.77,"Medicine"
"S01132",2.38,1105,423,3.21,"Business"
"S01133",3.4,1489,846,3.39,"Mathematics"
"S01134",2.58,1227,442,2.78,"Arts"
"S01135",2.59,1509,696,2.06,"Computer Science"
"S01136",2.59,1235,655,3.86,"Medicine"
"S01137",3.45,1505,556,3.9,"Arts"
"S01138",2.46,1491,12,3.9,"Law"
"S01139",2,937,520,3.89,"Business"
"S01140",3.43,1127,80,3.63,"Mathematics"
"S01141",2.34,1382,809,3.37,"Engineering"
"S01142",2.21,1033,674,3.69,"Law"
